entity_id,event_timestamp,tenure_months,monthly_charges,total_charges,num_support_tickets,contract_type,internet_service,payment_method,churn
613,2024-01-12T01:00:00,25,110.25,2798.15,1,Two-year,Fiber optic,Mailed check,0
614,2024-03-28T09:00:00,66,,7691.16,2,Month-to-month,DSL,Credit card,0
615,2024-03-28T06:00:00,19,23.85,358.3,2,Month-to-month,No,Mailed check,0
616,2024-02-11T03:00:00,60,79.18,4746.56,1,One-year,No,Bank transfer,0
617,2024-04-06T06:00:00,6,68.58,474.0,2,One-year,No,Bank transfer,0
618,2024-04-22T06:00:00,1,55.01,20.62,0,Month-to-month,No,Electronic check,0
619,2024-05-21T07:00:00,47,22.48,1089.18,0,One-year,No,Mailed check,0
620,2024-01-29T10:00:00,34,110.89,3776.42,0,Two-year,DSL,Credit card,0
621,2024-02-03T06:00:00,31,55.7,1705.39,3,Two-year,DSL,Electronic check,0
622,2024-03-24T07:00:00,48,50.43,2442.68,3,Two-year,DSL,Bank transfer,0
623,2024-04-09T20:00:00,17,104.85,1884.57,0,Month-to-month,Fiber optic,Electronic check,0
624,2024-05-28T12:00:00,67,65.36,4358.56,1,Two-year,Fiber optic,Credit card,0
625,2024-04-05T08:00:00,5,39.13,238.96,1,One-year,Fiber optic,Mailed check,0
626,2024-04-29T13:00:00,11,48.09,495.34,1,Month-to-month,Fiber optic,Bank transfer,0
627,2024-02-28T03:00:00,41,45.85,1933.18,1,Month-to-month,Fiber optic,Electronic check,0
628,2024-06-23T08:00:00,70,38.43,2698.45,0,One-year,Fiber optic,Bank transfer,0
629,2024-04-13T12:00:00,18,119.84,2158.35,1,One-year,Fiber optic,Bank transfer,0
630,2024-02-23T15:00:00,2,66.14,50.24,2,One-year,DSL,Mailed check,0
631,2024-05-22T00:00:00,71,95.28,6755.32,2,Two-year,Fiber optic,Mailed check,0
632,2024-04-13T22:00:00,17,49.17,781.09,3,Month-to-month,Fiber optic,Credit card,0
633,2024-04-08T06:00:00,3,75.89,254.48,6,One-year,DSL,Credit card,1
634,2024-06-25T19:00:00,58,83.18,4829.94,1,Two-year,No,Mailed check,0
635,2024-02-13T10:00:00,9,110.96,973.05,1,One-year,DSL,Bank transfer,0
636,2024-02-22T04:00:00,21,118.94,2520.05,0,One-year,Fiber optic,Electronic check,0
637,2024-01-02T04:00:00,61,34.2,2047.81,0,Two-year,No,Credit card,0
638,2024-04-26T11:00:00,32,71.64,2272.89,3,Two-year,DSL,Bank transfer,0
639,2024-06-17T05:00:00,39,57.89,2301.06,1,Two-year,No,Credit card,0
640,2024-02-25T15:00:00,6,42.45,167.51,2,One-year,No,Electronic check,0
641,2024-01-19T20:00:00,16,119.52,1933.22,2,One-year,DSL,Electronic check,0
642,2024-02-04T10:00:00,49,53.05,2610.36,1,Month-to-month,DSL,Bank transfer,0
643,2024-06-04T03:00:00,60,24.96,1462.06,1,One-year,DSL,Mailed check,0
644,2024-02-25T22:00:00,51,35.18,1783.02,1,One-year,DSL,Credit card,0
645,2024-01-02T01:00:00,28,63.09,1834.32,3,Two-year,Fiber optic,Credit card,1
646,2024-02-19T21:00:00,32,56.21,1819.7,1,One-year,DSL,Electronic check,0
647,2024-03-23T17:00:00,13,99.29,1305.45,0,One-year,No,Electronic check,0
648,2024-04-12T20:00:00,70,58.3,4054.48,1,Month-to-month,Fiber optic,Bank transfer,0
649,2024-05-07T03:00:00,59,40.45,2364.47,1,Month-to-month,Fiber optic,Bank transfer,0
650,2024-06-26T04:00:00,22,43.7,927.57,0,One-year,No,Credit card,0
651,2024-02-29T16:00:00,41,117.76,4818.78,0,Two-year,Fiber optic,Credit card,0
652,2024-06-07T02:00:00,30,20.16,588.63,1,Month-to-month,No,Credit card,0
653,2024-03-22T20:00:00,38,38.61,1416.26,1,One-year,No,Bank transfer,0
654,2024-05-18T01:00:00,54,84.1,4591.84,1,Two-year,Fiber optic,Bank transfer,0
655,2024-01-18T06:00:00,32,99.75,3180.25,2,Two-year,DSL,Electronic check,0
656,2024-04-19T23:00:00,27,30.81,798.4,0,Two-year,DSL,Mailed check,0
657,2024-05-03T02:00:00,26,42.98,1134.35,1,Two-year,DSL,Bank transfer,0
658,2024-05-03T00:00:00,49,35.11,1754.26,1,Two-year,Fiber optic,Mailed check,0
659,2024-03-19T14:00:00,11,95.4,1108.63,0,Two-year,DSL,Bank transfer,0
660,2024-01-02T00:00:00,62,25.34,1539.25,0,One-year,DSL,Mailed check,0
661,2024-01-10T03:00:00,48,68.13,3376.24,2,Two-year,No,Electronic check,0
662,2024-06-15T12:00:00,25,95.82,2342.07,3,Two-year,Fiber optic,Bank transfer,0
663,2024-04-26T21:00:00,32,66.73,2177.07,1,Two-year,No,Mailed check,0
664,2024-02-12T13:00:00,21,19.26,382.03,3,Two-year,DSL,Mailed check,0
665,2024-03-09T23:00:00,69,85.17,5844.95,3,Two-year,No,Bank transfer,0
666,2024-06-27T13:00:00,40,18.65,774.82,0,One-year,DSL,Electronic check,0
667,2024-02-24T05:00:00,56,35.4,1927.35,0,Month-to-month,No,Electronic check,0
668,2024-04-06T03:00:00,25,44.45,1166.54,3,Two-year,DSL,Electronic check,0
669,2024-05-13T00:00:00,31,66.75,2058.5,0,Month-to-month,No,Electronic check,0
670,2024-03-28T10:00:00,35,113.08,3937.41,1,One-year,Fiber optic,Bank transfer,0
671,2024-02-05T00:00:00,52,56.6,2987.11,1,One-year,No,Credit card,0
672,2024-06-18T06:00:00,36,115.01,,1,One-year,No,Credit card,0
673,2024-01-21T11:00:00,42,19.7,817.63,2,Two-year,Fiber optic,Credit card,0
674,2024-05-26T22:00:00,61,118.66,7250.04,3,Month-to-month,No,Mailed check,0
675,2024-03-02T07:00:00,12,48.74,555.56,1,One-year,DSL,Credit card,0
676,2024-03-06T21:00:00,12,28.76,289.27,1,One-year,Fiber optic,Bank transfer,0
677,2024-04-06T22:00:00,16,85.88,1436.74,2,Month-to-month,No,Electronic check,0
678,2024-05-31T06:00:00,56,100.46,5592.7,1,Month-to-month,DSL,Electronic check,0
679,2024-04-03T21:00:00,48,31.0,1469.04,2,Month-to-month,Fiber optic,Credit card,0
680,2024-03-16T07:00:00,29,28.87,882.31,0,One-year,Fiber optic,Mailed check,0
681,2024-05-26T15:00:00,37,32.88,1170.97,2,Two-year,DSL,Bank transfer,0
682,2024-01-14T05:00:00,38,89.82,3335.69,2,Two-year,DSL,Mailed check,0
683,2024-04-10T02:00:00,39,118.41,4565.55,2,Two-year,Fiber optic,Bank transfer,0
684,2024-03-18T14:00:00,25,89.51,2155.98,1,One-year,No,Electronic check,0
685,2024-05-27T03:00:00,57,88.99,5065.29,0,Two-year,DSL,Electronic check,0
686,2024-02-15T01:00:00,19,56.41,1098.83,2,Month-to-month,DSL,Bank transfer,0
687,2024-06-01T05:00:00,44,78.53,3524.27,1,Month-to-month,Fiber optic,Credit card,0
688,2024-01-30T02:00:00,12,97.33,1154.68,2,Two-year,Fiber optic,Bank transfer,1
689,2024-06-14T22:00:00,66,40.94,2575.69,2,Two-year,DSL,Credit card,0
690,2024-05-17T16:00:00,13,51.17,588.49,3,Two-year,DSL,Credit card,0
691,2024-04-24T10:00:00,69,90.8,6271.61,3,Two-year,No,Mailed check,1
692,2024-05-09T09:00:00,27,84.57,2258.46,0,One-year,DSL,Electronic check,0
693,2024-05-05T22:00:00,55,117.66,6450.69,0,Two-year,Fiber optic,Credit card,0
694,2024-02-25T04:00:00,46,79.83,3640.52,3,Month-to-month,DSL,Mailed check,0
695,2024-03-06T21:00:00,46,46.29,2122.49,1,Two-year,DSL,Credit card,0
696,2024-05-24T21:00:00,69,38.78,2623.92,1,Two-year,No,Mailed check,0
697,2024-05-16T03:00:00,21,60.81,1366.09,1,Two-year,DSL,Electronic check,0
698,2024-01-26T12:00:00,43,83.3,3710.34,1,One-year,DSL,Mailed check,0
699,2024-06-04T03:00:00,14,97.84,1413.4,3,One-year,No,Bank transfer,0
700,2024-06-24T16:00:00,50,36.43,1864.32,4,One-year,Fiber optic,Mailed check,0
701,2024-03-31T14:00:00,19,56.64,1074.65,3,Two-year,Fiber optic,Credit card,0
702,2024-03-21T02:00:00,55,71.1,3894.09,2,Two-year,DSL,Bank transfer,0
703,2024-05-11T21:00:00,31,114.38,3554.52,2,Month-to-month,Fiber optic,Mailed check,0
704,2024-06-18T16:00:00,16,59.36,964.57,4,Two-year,Fiber optic,Mailed check,0
705,2024-01-14T13:00:00,58,116.39,6703.42,1,Month-to-month,Fiber optic,Mailed check,0
706,2024-06-10T18:00:00,15,52.47,695.1,4,One-year,Fiber optic,Bank transfer,0
707,2024-01-28T00:00:00,66,102.22,6800.91,2,Two-year,Fiber optic,Bank transfer,0
708,2024-02-09T13:00:00,52,54.16,2828.63,0,One-year,DSL,Electronic check,0
709,2024-04-22T21:00:00,20,96.48,1929.55,1,Month-to-month,No,Bank transfer,1
710,2024-01-11T04:00:00,46,94.2,4389.6,0,Two-year,DSL,Electronic check,0
711,2024-02-02T10:00:00,5,34.35,189.75,1,One-year,Fiber optic,Credit card,0
712,2024-05-08T00:00:00,52,69.19,3652.09,3,Month-to-month,DSL,Mailed check,0
713,2024-05-10T05:00:00,44,61.83,2715.32,1,Month-to-month,Fiber optic,Mailed check,0
714,2024-05-08T19:00:00,34,119.41,4056.3,1,Month-to-month,Fiber optic,Electronic check,0
715,2024-06-28T20:00:00,20,41.4,837.43,4,Month-to-month,Fiber optic,Credit card,0
716,2024-04-17T07:00:00,55,66.88,3688.73,2,One-year,Fiber optic,Bank transfer,0
717,2024-05-05T11:00:00,6,18.05,84.8,1,Two-year,DSL,Credit card,0
718,2024-05-30T16:00:00,2,87.66,138.06,1,One-year,No,Bank transfer,0
719,2024-06-16T06:00:00,36,39.42,1341.18,0,Two-year,No,Electronic check,0
720,2024-02-09T01:00:00,13,25.64,402.86,1,Two-year,Fiber optic,Mailed check,0
721,2024-01-18T15:00:00,33,108.94,3600.7,1,One-year,Fiber optic,Electronic check,0
722,2024-05-24T01:00:00,65,98.67,6316.99,0,One-year,No,Mailed check,0
723,2024-04-09T12:00:00,51,68.49,3434.21,0,One-year,No,Credit card,0
724,2024-05-14T08:00:00,1,34.32,22.16,0,Two-year,DSL,Credit card,0
725,2024-01-14T20:00:00,35,74.32,2608.47,1,Month-to-month,Fiber optic,Mailed check,0
726,2024-05-20T08:00:00,27,72.53,1971.75,0,One-year,No,Bank transfer,0
727,2024-05-17T21:00:00,38,51.11,2028.28,1,One-year,DSL,Bank transfer,0
728,2024-02-26T10:00:00,14,91.71,1316.33,2,Two-year,No,Mailed check,0
729,2024-02-15T06:00:00,51,33.88,1737.1,2,Month-to-month,Fiber optic,Mailed check,0
730,2024-02-18T02:00:00,24,84.05,2097.16,0,Month-to-month,DSL,Credit card,0
731,2024-01-04T20:00:00,59,110.73,6555.65,3,One-year,Fiber optic,Electronic check,0
732,2024-01-22T06:00:00,11,45.3,494.05,3,Month-to-month,No,Bank transfer,0
733,2024-01-12T03:00:00,57,101.18,5747.12,1,One-year,No,Electronic check,1
734,2024-03-14T07:00:00,54,32.47,1806.8,1,One-year,Fiber optic,Mailed check,0
735,2024-01-22T01:00:00,15,68.17,1058.15,2,One-year,DSL,Bank transfer,0
736,2024-03-14T11:00:00,68,52.15,3544.13,0,One-year,DSL,Bank transfer,0
737,2024-04-09T14:00:00,64,85.5,5555.24,1,Month-to-month,DSL,Mailed check,0
738,2024-03-23T04:00:00,62,101.09,6230.24,0,One-year,No,Bank transfer,0
739,2024-05-07T17:00:00,41,68.41,2671.45,2,Two-year,DSL,Credit card,0
740,2024-03-01T11:00:00,30,57.23,,2,Two-year,No,Mailed check,0
741,2024-02-06T17:00:00,3,54.96,138.46,0,One-year,Fiber optic,Mailed check,0
742,2024-01-07T22:00:00,32,39.5,1268.37,1,Month-to-month,No,Mailed check,0
743,2024-01-04T18:00:00,14,85.6,1283.65,1,One-year,DSL,Electronic check,0
744,2024-03-27T14:00:00,24,65.92,1624.69,0,Two-year,No,Bank transfer,0
745,2024-06-23T14:00:00,37,29.35,1152.63,1,Month-to-month,DSL,Credit card,0
746,2024-02-02T23:00:00,65,49.22,3225.7,1,One-year,DSL,Credit card,0
747,2024-06-13T12:00:00,29,58.01,1742.37,1,Two-year,Fiber optic,Credit card,0
748,2024-03-26T00:00:00,48,83.96,3907.46,0,Month-to-month,DSL,Electronic check,0
749,2024-05-25T18:00:00,14,24.66,276.36,1,Two-year,DSL,Mailed check,0
750,2024-03-21T12:00:00,62,22.66,1356.76,2,One-year,Fiber optic,Credit card,0
751,2024-02-08T21:00:00,13,51.79,720.37,2,One-year,Fiber optic,Electronic check,0
752,2024-02-11T16:00:00,12,115.19,1346.46,1,Two-year,No,Mailed check,0
753,2024-06-05T19:00:00,67,112.88,7515.3,1,One-year,DSL,Credit card,0
754,2024-04-26T10:00:00,64,27.94,1861.8,0,One-year,No,Electronic check,0
755,2024-04-23T20:00:00,9,46.57,405.01,0,One-year,Fiber optic,Credit card,0
756,2024-06-23T13:00:00,63,22.04,1404.88,4,One-year,No,Bank transfer,0
757,2024-02-10T18:00:00,6,81.3,436.96,1,Month-to-month,DSL,Electronic check,0
758,2024-01-28T12:00:00,50,107.16,5293.42,2,Two-year,Fiber optic,Electronic check,0
759,2024-01-10T17:00:00,43,24.58,1019.58,0,Two-year,Fiber optic,Electronic check,0
760,2024-04-02T13:00:00,28,50.66,1475.41,0,Two-year,Fiber optic,Electronic check,0
761,2024-01-21T09:00:00,28,106.54,3055.65,1,Month-to-month,DSL,Electronic check,0
762,2024-03-17T05:00:00,54,71.53,3840.38,1,Month-to-month,DSL,Credit card,0
763,2024-06-19T18:00:00,62,66.5,4111.9,2,One-year,DSL,Mailed check,0
764,2024-01-01T14:00:00,41,19.45,770.01,3,Two-year,Fiber optic,Bank transfer,0
765,2024-02-25T11:00:00,58,83.17,4811.85,1,Two-year,No,Mailed check,0
766,2024-06-15T14:00:00,2,55.77,105.09,1,One-year,No,Electronic check,0
767,2024-04-07T09:00:00,70,61.44,4345.43,2,Two-year,No,Mailed check,0
768,2024-06-06T13:00:00,56,82.68,4622.74,3,Month-to-month,DSL,Electronic check,0
769,2024-04-26T17:00:00,70,28.17,1909.96,0,One-year,Fiber optic,Mailed check,0
770,2024-04-05T07:00:00,61,114.96,7035.26,2,Two-year,No,Credit card,1
771,2024-04-05T16:00:00,34,49.35,1767.6,1,One-year,DSL,Electronic check,1
772,2024-05-27T13:00:00,43,35.38,1458.44,2,One-year,DSL,Credit card,0
773,2024-04-10T20:00:00,23,59.12,1347.57,1,Month-to-month,No,Electronic check,0
774,2024-05-31T04:00:00,21,114.77,,0,Month-to-month,DSL,Credit card,1
775,2024-03-03T23:00:00,11,76.32,919.89,3,Two-year,DSL,Bank transfer,1
776,2024-06-01T03:00:00,34,85.24,2911.04,2,Two-year,No,Electronic check,0
777,2024-06-09T02:00:00,24,27.46,611.72,2,Month-to-month,Fiber optic,Electronic check,0
778,2024-06-10T19:00:00,41,82.62,3389.13,1,One-year,DSL,Mailed check,0
779,2024-01-08T17:00:00,44,119.36,,1,Two-year,Fiber optic,Electronic check,0
780,2024-02-02T08:00:00,20,40.06,808.16,2,Month-to-month,DSL,Electronic check,0
781,2024-06-24T22:00:00,12,53.55,603.02,2,One-year,DSL,Bank transfer,0
782,2024-04-18T19:00:00,40,34.9,1382.73,0,Two-year,Fiber optic,Credit card,0
783,2024-03-16T19:00:00,14,79.94,1060.73,2,Month-to-month,DSL,Bank transfer,0
784,2024-04-01T07:00:00,68,53.93,3695.04,0,Month-to-month,Fiber optic,Credit card,0
785,2024-04-08T09:00:00,48,32.79,1571.18,2,Two-year,Fiber optic,Mailed check,0
786,2024-03-22T06:00:00,14,75.22,1059.47,4,Two-year,Fiber optic,Credit card,0
787,2024-06-13T18:00:00,64,22.77,1453.43,2,Month-to-month,No,Electronic check,0
788,2024-01-05T02:00:00,37,31.37,1185.59,1,Two-year,No,Electronic check,0
789,2024-06-27T14:00:00,54,91.77,4942.66,1,One-year,Fiber optic,Electronic check,0
790,2024-03-23T22:00:00,16,103.99,1746.54,1,Month-to-month,DSL,Electronic check,1
791,2024-01-20T08:00:00,12,37.5,489.21,4,Month-to-month,DSL,Electronic check,0
792,2024-03-22T04:00:00,49,45.53,2203.33,0,Month-to-month,No,Credit card,0
793,2024-05-03T07:00:00,53,82.96,4367.03,1,One-year,Fiber optic,Bank transfer,0
794,2024-01-20T15:00:00,11,,541.22,1,Two-year,No,Mailed check,0
795,2024-06-16T04:00:00,28,65.75,1797.61,2,Two-year,Fiber optic,Bank transfer,0
796,2024-02-12T21:00:00,17,40.32,723.66,3,One-year,DSL,Electronic check,0
797,2024-05-15T14:00:00,14,33.02,521.17,1,Month-to-month,Fiber optic,Electronic check,0
798,2024-03-10T11:00:00,71,26.57,1828.46,1,Two-year,Fiber optic,Bank transfer,0
799,2024-06-14T07:00:00,55,37.78,2089.48,1,Two-year,Fiber optic,Electronic check,0
800,2024-06-07T22:00:00,7,109.3,794.05,1,Two-year,DSL,Bank transfer,1
801,2024-03-14T23:00:00,13,40.43,,1,Month-to-month,Fiber optic,Bank transfer,0
802,2024-04-26T04:00:00,62,93.39,5721.64,2,Two-year,DSL,Mailed check,0
803,2024-05-29T00:00:00,55,52.07,2881.06,0,Two-year,DSL,Bank transfer,0
804,2024-02-12T04:00:00,15,22.61,374.3,0,Two-year,Fiber optic,Mailed check,0
805,2024-03-18T22:00:00,43,64.17,2744.89,1,One-year,Fiber optic,Electronic check,0
806,2024-01-08T07:00:00,62,29.5,1678.28,2,One-year,DSL,Mailed check,0
807,2024-03-30T10:00:00,56,54.66,3059.8,6,Two-year,DSL,Bank transfer,0
808,2024-02-01T13:00:00,36,49.55,1751.0,0,Two-year,No,Bank transfer,0
809,2024-03-14T02:00:00,45,,2191.6,2,One-year,No,Mailed check,0
810,2024-06-18T00:00:00,6,40.17,229.81,1,One-year,Fiber optic,Electronic check,0
811,2024-01-21T09:00:00,37,98.1,3503.56,3,Two-year,DSL,Credit card,0
812,2024-02-14T18:00:00,46,43.37,1993.44,2,Month-to-month,Fiber optic,Bank transfer,0
813,2024-04-06T13:00:00,18,87.7,1587.02,1,Month-to-month,Fiber optic,Credit card,0
814,2024-05-23T00:00:00,41,69.39,2870.64,2,One-year,Fiber optic,Credit card,0
815,2024-04-10T04:00:00,18,,1441.45,1,Two-year,No,Bank transfer,1
816,2024-01-25T09:00:00,67,64.94,4386.26,0,Month-to-month,Fiber optic,Electronic check,0
817,2024-06-12T04:00:00,8,30.39,191.58,3,One-year,DSL,Mailed check,0
818,2024-01-31T16:00:00,1,100.17,69.86,1,Month-to-month,DSL,Mailed check,0
819,2024-06-23T14:00:00,61,20.51,1201.37,2,Month-to-month,DSL,Bank transfer,0
820,2024-06-28T17:00:00,56,32.92,1841.71,0,Month-to-month,No,Mailed check,0
821,2024-02-07T00:00:00,38,86.09,3327.78,2,Month-to-month,Fiber optic,Credit card,0
822,2024-03-31T04:00:00,50,19.12,941.19,1,Two-year,No,Credit card,0
823,2024-02-14T20:00:00,36,18.93,713.58,1,Two-year,No,Credit card,0
824,2024-06-14T15:00:00,44,64.87,2903.69,1,Two-year,Fiber optic,Credit card,0
825,2024-04-13T02:00:00,24,76.76,1919.82,1,One-year,No,Bank transfer,0
826,2024-02-14T23:00:00,21,41.63,836.17,3,Month-to-month,No,Mailed check,0
827,2024-06-04T20:00:00,54,112.08,6087.45,0,Two-year,DSL,Credit card,0
828,2024-05-05T14:00:00,42,28.98,1231.56,1,Two-year,No,Mailed check,0
829,2024-02-05T00:00:00,21,62.27,1220.75,0,Month-to-month,No,Electronic check,0
830,2024-02-23T18:00:00,70,106.18,7416.85,2,Two-year,No,Credit card,0
831,2024-05-25T02:00:00,46,81.08,3704.28,0,One-year,No,Credit card,0
832,2024-03-15T08:00:00,13,30.03,380.57,1,One-year,DSL,Mailed check,0
833,2024-03-08T20:00:00,21,116.75,,3,Month-to-month,No,Electronic check,0
834,2024-06-18T01:00:00,34,38.45,1336.93,1,Month-to-month,No,Bank transfer,0
835,2024-05-09T07:00:00,5,53.28,313.23,4,Two-year,DSL,Electronic check,1
836,2024-04-07T21:00:00,39,,3833.39,1,Month-to-month,DSL,Mailed check,0
837,2024-06-06T11:00:00,62,23.32,1453.42,1,Month-to-month,DSL,Credit card,0
838,2024-05-17T18:00:00,8,42.29,261.59,0,Month-to-month,DSL,Credit card,0
839,2024-03-03T09:00:00,32,100.89,3251.55,0,Month-to-month,Fiber optic,Bank transfer,0
840,2024-04-01T07:00:00,16,84.97,1371.57,0,Two-year,DSL,Credit card,0
841,2024-04-15T22:00:00,47,97.58,4566.97,1,Two-year,No,Electronic check,0
842,2024-02-23T03:00:00,11,38.76,496.57,0,Two-year,DSL,Bank transfer,0
843,2024-03-17T02:00:00,19,21.66,416.57,2,Month-to-month,Fiber optic,Bank transfer,0
844,2024-05-16T01:00:00,50,68.53,3480.13,2,Month-to-month,Fiber optic,Mailed check,0
845,2024-06-08T13:00:00,45,113.6,5182.77,2,Two-year,DSL,Electronic check,0
846,2024-05-25T16:00:00,8,100.35,757.92,3,Two-year,Fiber optic,Credit card,0
847,2024-05-18T09:00:00,60,94.05,5666.67,0,Two-year,Fiber optic,Electronic check,0
848,2024-02-15T14:00:00,36,54.89,1963.92,4,Two-year,No,Bank transfer,0
849,2024-04-22T05:00:00,60,21.77,1261.22,2,Month-to-month,Fiber optic,Bank transfer,0
850,2024-06-16T01:00:00,34,106.64,3681.02,0,Two-year,DSL,Mailed check,0
851,2024-03-07T08:00:00,24,87.81,,0,Two-year,DSL,Electronic check,0
852,2024-04-23T03:00:00,46,73.13,3313.39,0,Month-to-month,Fiber optic,Electronic check,0
853,2024-06-04T11:00:00,42,76.18,3235.61,0,One-year,Fiber optic,Mailed check,1
854,2024-01-07T03:00:00,48,66.01,3102.05,2,Month-to-month,Fiber optic,Mailed check,0
855,2024-06-15T02:00:00,66,91.01,6002.29,3,Two-year,No,Mailed check,0
856,2024-05-13T14:00:00,29,75.67,2107.07,4,Two-year,DSL,Credit card,0
857,2024-04-14T11:00:00,38,110.93,4172.84,2,Month-to-month,No,Mailed check,0
858,2024-03-03T13:00:00,10,111.29,1191.74,2,One-year,DSL,Mailed check,0
859,2024-02-20T05:00:00,34,,3358.49,1,Month-to-month,No,Credit card,0
860,2024-01-19T04:00:00,16,60.7,992.22,3,Month-to-month,Fiber optic,Electronic check,0
861,2024-01-12T02:00:00,50,110.23,5480.57,2,One-year,No,Electronic check,0
862,2024-05-30T16:00:00,58,110.89,6471.83,2,One-year,No,Mailed check,0
863,2024-01-25T07:00:00,48,86.74,4121.43,0,Two-year,No,Bank transfer,0
864,2024-02-06T01:00:00,67,109.52,7350.49,2,One-year,Fiber optic,Bank transfer,0
865,2024-04-22T07:00:00,27,61.91,1653.4,1,Month-to-month,DSL,Bank transfer,0
866,2024-01-11T17:00:00,34,118.86,4142.5,3,Month-to-month,No,Mailed check,1
867,2024-01-31T14:00:00,63,102.92,6517.21,3,One-year,Fiber optic,Electronic check,0
868,2024-03-24T05:00:00,12,106.18,1279.59,2,One-year,DSL,Mailed check,0
869,2024-05-22T21:00:00,66,86.55,5780.49,1,Month-to-month,No,Bank transfer,0
870,2024-02-17T23:00:00,2,43.08,120.41,2,Month-to-month,Fiber optic,Credit card,1
871,2024-01-10T13:00:00,12,114.98,1431.63,0,Month-to-month,Fiber optic,Mailed check,0
872,2024-05-05T20:00:00,31,83.05,2509.51,2,One-year,DSL,Bank transfer,0
873,2024-04-28T10:00:00,62,48.13,3008.96,3,Month-to-month,No,Credit card,0
874,2024-03-09T16:00:00,51,89.89,4710.3,3,One-year,No,Mailed check,1
875,2024-01-14T08:00:00,53,24.2,1287.92,1,One-year,Fiber optic,Credit card,0
876,2024-06-06T19:00:00,6,49.47,258.24,2,Month-to-month,No,Electronic check,0
877,2024-04-02T17:00:00,3,114.93,393.18,2,Two-year,DSL,Electronic check,0
878,2024-05-21T23:00:00,69,,4031.92,1,Month-to-month,Fiber optic,Bank transfer,0
879,2024-06-25T07:00:00,3,95.02,226.88,1,One-year,Fiber optic,Electronic check,1
880,2024-05-09T23:00:00,49,84.84,4147.36,0,Two-year,Fiber optic,Electronic check,0
881,2024-06-04T09:00:00,3,19.5,91.42,0,Two-year,No,Credit card,0
882,2024-04-19T02:00:00,3,48.82,86.8,1,Two-year,No,Credit card,0
883,2024-05-19T22:00:00,36,67.3,2474.42,1,One-year,No,Credit card,0
884,2024-06-10T02:00:00,4,58.53,200.29,1,Two-year,DSL,Bank transfer,0
885,2024-03-27T04:00:00,63,78.53,4991.3,4,One-year,Fiber optic,Credit card,0
886,2024-06-15T07:00:00,53,106.89,5690.72,1,Two-year,Fiber optic,Credit card,0
887,2024-02-01T05:00:00,66,74.59,4917.68,2,Month-to-month,DSL,Mailed check,0
888,2024-05-20T13:00:00,15,21.98,248.61,1,Two-year,Fiber optic,Mailed check,0
889,2024-05-13T21:00:00,56,119.57,6676.58,1,One-year,No,Mailed check,0
890,2024-05-01T00:00:00,48,70.98,3305.86,1,One-year,No,Mailed check,0
891,2024-01-16T19:00:00,61,24.84,1558.02,0,Two-year,DSL,Credit card,0
892,2024-04-19T18:00:00,45,82.91,3724.72,2,Month-to-month,Fiber optic,Bank transfer,0
893,2024-03-12T05:00:00,52,113.3,5825.19,0,Two-year,DSL,Electronic check,0
894,2024-06-06T21:00:00,67,77.91,5193.14,2,Two-year,No,Bank transfer,0
895,2024-01-14T04:00:00,1,97.9,119.73,1,Month-to-month,Fiber optic,Electronic check,0
896,2024-05-01T11:00:00,61,51.36,3131.46,1,Two-year,Fiber optic,Credit card,0
897,2024-05-23T14:00:00,68,25.98,1739.28,0,Two-year,Fiber optic,Mailed check,0
898,2024-03-29T23:00:00,16,74.91,1177.23,1,Month-to-month,Fiber optic,Credit card,0
899,2024-03-20T10:00:00,25,57.01,1461.05,0,One-year,Fiber optic,Mailed check,1
900,2024-04-11T01:00:00,33,69.28,2361.09,0,One-year,DSL,Bank transfer,0
901,2024-01-08T19:00:00,36,81.78,3035.65,5,Two-year,No,Electronic check,1
902,2024-01-16T10:00:00,23,106.83,2440.3,0,One-year,DSL,Electronic check,0
903,2024-06-19T12:00:00,25,84.82,2116.96,3,Two-year,No,Bank transfer,0
904,2024-06-25T16:00:00,8,24.63,152.21,3,One-year,DSL,Bank transfer,0
905,2024-02-16T23:00:00,1,49.74,26.51,2,One-year,DSL,Electronic check,0
906,2024-03-04T09:00:00,3,96.21,279.34,1,One-year,Fiber optic,Electronic check,0
907,2024-02-18T08:00:00,25,94.24,2352.78,1,One-year,DSL,Bank transfer,0
908,2024-06-13T16:00:00,38,44.45,1646.11,1,One-year,No,Bank transfer,0
909,2024-06-23T09:00:00,22,21.75,503.55,1,Two-year,Fiber optic,Bank transfer,0
910,2024-03-07T01:00:00,65,74.26,4784.37,1,Two-year,DSL,Bank transfer,0
911,2024-01-03T05:00:00,24,66.47,1552.05,3,Month-to-month,No,Bank transfer,0
912,2024-06-06T14:00:00,13,37.09,491.19,1,Two-year,DSL,Electronic check,0
913,2024-03-09T18:00:00,52,66.3,3450.83,2,Month-to-month,DSL,Electronic check,0
914,2024-05-25T04:00:00,66,34.97,2388.11,1,Two-year,No,Mailed check,0
915,2024-02-14T09:00:00,7,116.97,787.79,2,Month-to-month,No,Mailed check,1
916,2024-03-29T03:00:00,27,62.53,1767.67,1,Two-year,Fiber optic,Electronic check,0
917,2024-03-24T09:00:00,28,111.11,3064.82,2,Month-to-month,Fiber optic,Mailed check,0
918,2024-06-04T05:00:00,55,78.89,4256.73,1,Two-year,No,Electronic check,0
919,2024-02-24T09:00:00,44,69.15,3110.21,1,Month-to-month,DSL,Credit card,0
